_id,WeekEnding,HB,HBQF,SIMDQuintile,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
8294,20220320,S08000029,"",4,All,d,153,149.5,2.3
8295,20220320,S08000029,"",5,All,d,120,115,4.3
8296,20220320,S08000030,"",1,All,d,253,258,-1.9
8297,20220320,S08000030,"",2,All,d,228,244.5,-6.7
8298,20220320,S08000030,"",3,All,d,230,259,-11.2
8299,20220320,S08000030,"",4,All,d,338,306.5,10.3
8300,20220320,S08000030,"",5,All,d,199,202.5,-1.7
8301,20220320,S08000031,"",1,All,d,1453,1617,-10.1
8302,20220320,S08000031,"",2,All,d,697,821,-15.1
8303,20220320,S08000031,"",3,All,d,532,586.5,-9.3
8304,20220320,S08000031,"",4,All,d,462,501,-7.8
8305,20220320,S08000031,"",5,All,d,525,591.5,-11.2
8306,20220320,S08000032,"",1,All,d,484,596,-18.8
8307,20220320,S08000032,"",2,All,d,392,501,-21.8
8308,20220320,S08000032,"",3,All,d,257,311.5,-17.5
8309,20220320,S08000032,"",4,All,d,194,227,-14.5
8310,20220320,S08000032,"",5,All,d,136,166.5,-18.3
8311,20220320,S92000003,d,1,All,d,3570,4072,-12.3
8312,20220320,S92000003,d,2,All,d,3015,3604,-16.3
8313,20220320,S92000003,d,3,All,d,2701,3189.5,-15.3
8314,20220320,S92000003,d,4,All,d,2484,2623,-5.3
8315,20220320,S92000003,d,5,All,d,2001,2206.5,-9.3
8316,20220320,NA,NA,1,All,d,48,60,-20
8317,20220320,NA,NA,2,All,d,36,34,5.9
8318,20220320,NA,NA,3,All,d,45,49,-8.2
8319,20220320,NA,NA,4,All,d,22,45,-51.1
8320,20220320,NA,NA,5,All,d,37,30,23.3
8321,20220327,S08000015,"",1,All,d,358,406.5,-11.9
8322,20220327,S08000015,"",2,All,d,214,281.5,-24
8323,20220327,S08000015,"",3,All,d,148,197.5,-25.1
8324,20220327,S08000015,"",4,All,d,111,140.5,-21
8325,20220327,S08000015,"",5,All,d,97,114,-14.9
8326,20220327,S08000016,"",1,All,d,17,20.5,-17.1
8327,20220327,S08000016,"",2,All,d,44,53.5,-17.8
8328,20220327,S08000016,"",3,All,d,86,107.5,-20
8329,20220327,S08000016,"",4,All,d,38,66,-42.4
8330,20220327,S08000016,"",5,All,d,12,20.5,-41.5
8331,20220327,S08000017,"",1,All,d,39,43.5,-10.3
8332,20220327,S08000017,"",2,All,d,100,123,-18.7
8333,20220327,S08000017,"",3,All,d,141,156.5,-9.9
8334,20220327,S08000017,"",4,All,d,50,58.5,-14.5
8335,20220327,S08000017,"",5,All,d,31,34,-8.8
8336,20220327,S08000019,"",1,All,d,167,241,-30.7
8337,20220327,S08000019,"",2,All,d,199,263,-24.3
8338,20220327,S08000019,"",3,All,d,167,230,-27.4
8339,20220327,S08000019,"",4,All,d,144,190.5,-24.4
8340,20220327,S08000019,"",5,All,d,127,151.5,-16.2
8341,20220327,S08000020,"",1,All,d,107,110,-2.7
8342,20220327,S08000020,"",2,All,d,207,273,-24.2
8343,20220327,S08000020,"",3,All,d,241,287,-16
8344,20220327,S08000020,"",4,All,d,349,372.5,-6.3
8345,20220327,S08000020,"",5,All,d,265,298,-11.1
8346,20220327,S08000022,"",1,All,d,83,101.5,-18.2
8347,20220327,S08000022,"",2,All,d,121,161.5,-25.1
8348,20220327,S08000022,"",3,All,d,207,269.5,-23.2
8349,20220327,S08000022,"",4,All,d,157,190,-17.4
8350,20220327,S08000022,"",5,All,d,42,46.5,-9.7
8351,20220327,S08000024,"",1,All,d,314,349.5,-10.2
8352,20220327,S08000024,"",2,All,d,490,564,-13.1
8353,20220327,S08000024,"",3,All,d,363,419.5,-13.5
8354,20220327,S08000024,"",4,All,d,325,359,-9.5
8355,20220327,S08000024,"",5,All,d,445,477.5,-6.8
8356,20220327,S08000025,"",2,All,d,12,5,140
8357,20220327,S08000025,"",3,All,d,5,11,-54.5
8358,20220327,S08000025,"",4,All,d,24,24.5,-2
8359,20220327,S08000026,"",3,All,d,9,15,-40
8360,20220327,S08000026,"",4,All,d,20,19.5,2.6
8361,20220327,S08000028,"",2,All,d,8,14.5,-44.8
8362,20220327,S08000028,"",3,All,d,52,61,-14.8
8363,20220327,S08000029,"",1,All,d,241,268,-10.1
8364,20220327,S08000029,"",2,All,d,213,231,-7.8
8365,20220327,S08000029,"",3,All,d,182,177.5,2.5
8366,20220327,S08000029,"",4,All,d,154,146.5,5.1
8367,20220327,S08000029,"",5,All,d,116,141.5,-18
8368,20220327,S08000030,"",1,All,d,242,267,-9.4
8369,20220327,S08000030,"",2,All,d,228,241.5,-5.6
8370,20220327,S08000030,"",3,All,d,230,240,-4.2
8371,20220327,S08000030,"",4,All,d,334,283.5,17.8
8372,20220327,S08000030,"",5,All,d,212,188,12.8
8373,20220327,S08000031,"",1,All,d,1376,1650,-16.6
8374,20220327,S08000031,"",2,All,d,710,801.5,-11.4
8375,20220327,S08000031,"",3,All,d,502,587,-14.5
8376,20220327,S08000031,"",4,All,d,469,519,-9.6
8377,20220327,S08000031,"",5,All,d,504,541.5,-6.9
8378,20220327,S08000032,"",1,All,d,490,603,-18.7
8379,20220327,S08000032,"",2,All,d,393,479.5,-18
8380,20220327,S08000032,"",3,All,d,261,316.5,-17.5
8381,20220327,S08000032,"",4,All,d,183,208.5,-12.2
8382,20220327,S08000032,"",5,All,d,113,176.5,-36
8383,20220327,S92000003,d,1,All,d,3483,4124,-15.5
8384,20220327,S92000003,d,2,All,d,2981,3547.5,-16
8385,20220327,S92000003,d,3,All,d,2646,3129,-15.4
8386,20220327,S92000003,d,4,All,d,2389,2615.5,-8.7
8387,20220327,S92000003,d,5,All,d,1996,2231.5,-10.6
8388,20220327,NA,NA,1,All,d,49,62.5,-21.6
8389,20220327,NA,NA,2,All,d,39,51,-23.5
8390,20220327,NA,NA,3,All,d,52,53.5,-2.8
8391,20220327,NA,NA,4,All,d,30,37,-18.9
8392,20220327,NA,NA,5,All,d,31,41,-24.4
8393,20220403,S08000015,"",1,All,d,315,444,-29.1
8394,20220403,S08000015,"",2,All,d,233,285.5,-18.4
8395,20220403,S08000015,"",3,All,d,159,188.5,-15.6
8396,20220403,S08000015,"",4,All,d,111,145.5,-23.7
8397,20220403,S08000015,"",5,All,d,85,102,-16.7
8398,20220403,S08000016,"",1,All,d,21,23,-8.7
8399,20220403,S08000016,"",2,All,d,41,64.5,-36.4
8400,20220403,S08000016,"",3,All,d,64,103.5,-38.2
8401,20220403,S08000016,"",4,All,d,50,56.5,-11.5
8402,20220403,S08000016,"",5,All,d,14,9,55.6
8403,20220403,S08000017,"",1,All,d,44,50,-12
8404,20220403,S08000017,"",2,All,d,119,119,0
8405,20220403,S08000017,"",3,All,d,123,169,-27.2
8406,20220403,S08000017,"",4,All,d,65,57,14
8407,20220403,S08000017,"",5,All,d,24,30,-20
8408,20220403,S08000019,"",1,All,d,171,223.5,-23.5
8409,20220403,S08000019,"",2,All,d,167,252,-33.7
8410,20220403,S08000019,"",3,All,d,185,224.5,-17.6
8411,20220403,S08000019,"",4,All,d,128,150.5,-15
8412,20220403,S08000019,"",5,All,d,131,145,-9.7
8413,20220403,S08000020,"",1,All,d,102,104,-1.9
8414,20220403,S08000020,"",2,All,d,224,262,-14.5
8415,20220403,S08000020,"",3,All,d,284,303,-6.3
8416,20220403,S08000020,"",4,All,d,367,377,-2.7
8417,20220403,S08000020,"",5,All,d,238,311,-23.5
8418,20220403,S08000022,"",1,All,d,69,93,-25.8
8419,20220403,S08000022,"",2,All,d,127,164,-22.6
8420,20220403,S08000022,"",3,All,d,225,268.5,-16.2
8421,20220403,S08000022,"",4,All,d,168,196,-14.3
8422,20220403,S08000022,"",5,All,d,49,50.5,-3
8423,20220403,S08000024,"",1,All,d,297,367,-19.1
8424,20220403,S08000024,"",2,All,d,528,551.5,-4.3
8425,20220403,S08000024,"",3,All,d,310,379.5,-18.3
8426,20220403,S08000024,"",4,All,d,336,343.5,-2.2
8427,20220403,S08000024,"",5,All,d,445,469,-5.1
8428,20220403,S08000025,"",2,All,d,8,7.5,6.7
8429,20220403,S08000025,"",3,All,d,6,7.5,-20
8430,20220403,S08000025,"",4,All,d,14,16.5,-15.2
8431,20220403,S08000026,"",4,All,d,17,26.5,-35.8
8432,20220403,S08000028,"",2,All,d,13,11.5,13
8433,20220403,S08000028,"",3,All,d,53,59.5,-10.9
8434,20220403,S08000029,"",1,All,d,221,265.5,-16.8
8435,20220403,S08000029,"",2,All,d,223,220.5,1.1
8436,20220403,S08000029,"",3,All,d,171,159,7.5
8437,20220403,S08000029,"",4,All,d,139,156.5,-11.2
8438,20220403,S08000029,"",5,All,d,123,119,3.4
8439,20220403,S08000030,"",1,All,d,259,248,4.4
8440,20220403,S08000030,"",2,All,d,258,256,0.8
8441,20220403,S08000030,"",3,All,d,267,229,16.6
8442,20220403,S08000030,"",4,All,d,289,287.5,0.5
8443,20220403,S08000030,"",5,All,d,196,218,-10.1
8444,20220403,S08000031,"",1,All,d,1443,1593.5,-9.4
8445,20220403,S08000031,"",2,All,d,755,822,-8.2
8446,20220403,S08000031,"",3,All,d,523,559,-6.4
8447,20220403,S08000031,"",4,All,d,415,466,-10.9
8448,20220403,S08000031,"",5,All,d,510,517.5,-1.4
8449,20220403,S08000032,"",1,All,d,482,592.5,-18.6
8450,20220403,S08000032,"",2,All,d,429,483,-11.2
8451,20220403,S08000032,"",3,All,d,261,272,-4
8452,20220403,S08000032,"",4,All,d,203,230.5,-11.9
8453,20220403,S08000032,"",5,All,d,138,166,-16.9
8454,20220403,S92000003,d,1,All,d,3459,4056,-14.7
8455,20220403,S92000003,d,2,All,d,3165,3546.5,-10.8
8456,20220403,S92000003,d,3,All,d,2673,2975.5,-10.2
8457,20220403,S92000003,d,4,All,d,2340,2549.5,-8.2
8458,20220403,S92000003,d,5,All,d,1985,2175.5,-8.8
8459,20220403,NA,NA,1,All,d,34,51.5,-34
8460,20220403,NA,NA,2,All,d,37,43.5,-14.9
8461,20220403,NA,NA,3,All,d,38,38,0
8462,20220403,NA,NA,4,All,d,38,40,-5
8463,20220403,NA,NA,5,All,d,29,38.5,-24.7
8464,20220410,S08000015,"",1,All,d,315,389.5,-19.1
8465,20220410,S08000015,"",2,All,d,208,274,-24.1
8466,20220410,S08000015,"",3,All,d,156,203,-23.2
8467,20220410,S08000015,"",4,All,d,115,133,-13.5
8468,20220410,S08000015,"",5,All,d,105,115.5,-9.1
8469,20220410,S08000016,"",1,All,d,16,18.5,-13.5
8470,20220410,S08000016,"",2,All,d,38,50,-24
8471,20220410,S08000016,"",3,All,d,80,107.5,-25.6
8472,20220410,S08000016,"",4,All,d,49,71,-31
8473,20220410,S08000016,"",5,All,d,12,18.5,-35.1
8474,20220410,S08000017,"",1,All,d,42,54.5,-22.9
8475,20220410,S08000017,"",2,All,d,95,128.5,-26.1
8476,20220410,S08000017,"",3,All,d,138,162.5,-15.1
8477,20220410,S08000017,"",4,All,d,48,61,-21.3
8478,20220410,S08000017,"",5,All,d,31,32,-3.1
8479,20220410,S08000019,"",1,All,d,193,226,-14.6
8480,20220410,S08000019,"",2,All,d,187,246.5,-24.1
8481,20220410,S08000019,"",3,All,d,174,214,-18.7
8482,20220410,S08000019,"",4,All,d,117,177.5,-34.1
8483,20220410,S08000019,"",5,All,d,120,141.5,-15.2
8484,20220410,S08000020,"",1,All,d,92,101,-8.9
8485,20220410,S08000020,"",2,All,d,223,260,-14.2
8486,20220410,S08000020,"",3,All,d,246,302,-18.5
8487,20220410,S08000020,"",4,All,d,317,359.5,-11.8
8488,20220410,S08000020,"",5,All,d,272,279,-2.5
8489,20220410,S08000022,"",1,All,d,78,99,-21.2
8490,20220410,S08000022,"",2,All,d,139,165,-15.8
8491,20220410,S08000022,"",3,All,d,211,260.5,-19
8492,20220410,S08000022,"",4,All,d,185,211.5,-12.5
8493,20220410,S08000022,"",5,All,d,39,53,-26.4
8494,20220410,S08000024,"",1,All,d,327,380,-13.9
8495,20220410,S08000024,"",2,All,d,522,563.5,-7.4
8496,20220410,S08000024,"",3,All,d,319,375,-14.9
8497,20220410,S08000024,"",4,All,d,326,348.5,-6.5
8498,20220410,S08000024,"",5,All,d,443,476.5,-7
8499,20220410,S08000025,"",4,All,d,17,28,-39.3
8500,20220410,S08000026,"",2,All,d,6,4,50
8501,20220410,S08000026,"",3,All,d,12,18.5,-35.1
8502,20220410,S08000026,"",4,All,d,18,16,12.5
8503,20220410,S08000028,"",2,All,d,13,13,0
8504,20220410,S08000028,"",3,All,d,51,53,-3.8
8505,20220410,S08000029,"",1,All,d,236,270.5,-12.8
8506,20220410,S08000029,"",2,All,d,238,221.5,7.4
8507,20220410,S08000029,"",3,All,d,156,185,-15.7
8508,20220410,S08000029,"",4,All,d,160,151.5,5.6
8509,20220410,S08000029,"",5,All,d,108,99.5,8.5
8510,20220410,S08000030,"",1,All,d,270,245.5,10
8511,20220410,S08000030,"",2,All,d,211,223,-5.4
8512,20220410,S08000030,"",3,All,d,213,217,-1.8
8513,20220410,S08000030,"",4,All,d,287,265.5,8.1
8514,20220410,S08000030,"",5,All,d,194,186.5,4
8515,20220410,S08000031,"",1,All,d,1445,1591,-9.2
8516,20220410,S08000031,"",2,All,d,732,770,-4.9
8517,20220410,S08000031,"",3,All,d,543,514.5,5.5
8518,20220410,S08000031,"",4,All,d,438,504,-13.1
8519,20220410,S08000031,"",5,All,d,567,522.5,8.5
8520,20220410,S08000032,"",1,All,d,423,597,-29.1
8521,20220410,S08000032,"",2,All,d,409,491,-16.7
8522,20220410,S08000032,"",3,All,d,225,282,-20.2
8523,20220410,S08000032,"",4,All,d,204,214,-4.7
8524,20220410,S08000032,"",5,All,d,133,159,-16.4
8525,20220410,S92000003,d,1,All,d,3472,4016,-13.5
8526,20220410,S92000003,d,2,All,d,3069,3466,-11.5
8527,20220410,S92000003,d,3,All,d,2558,2939,-13
8528,20220410,S92000003,d,4,All,d,2315,2580,-10.3
8529,20220410,S92000003,d,5,All,d,2050,2116.5,-3.1
8530,20220410,NA,NA,1,All,d,35,43.5,-19.5
8531,20220410,NA,NA,2,All,d,45,47,-4.3
8532,20220410,NA,NA,3,All,d,31,38.5,-19.5
8533,20220410,NA,NA,4,All,d,32,38,-15.8
8534,20220410,NA,NA,5,All,d,24,32,-25
8535,20220417,S08000015,"",1,All,d,274,403,-32
8536,20220417,S08000015,"",2,All,d,211,278,-24.1
8537,20220417,S08000015,"",3,All,d,130,179.5,-27.6
8538,20220417,S08000015,"",4,All,d,137,136.5,0.4
8539,20220417,S08000015,"",5,All,d,64,102.5,-37.6
8540,20220417,S08000016,"",1,All,d,14,24.5,-42.9
8541,20220417,S08000016,"",2,All,d,41,57,-28.1
8542,20220417,S08000016,"",3,All,d,80,92,-13
8543,20220417,S08000016,"",4,All,d,48,65.5,-26.7
8544,20220417,S08000016,"",5,All,d,15,17.5,-14.3
8545,20220417,S08000017,"",1,All,d,40,50,-20
8546,20220417,S08000017,"",2,All,d,100,116,-13.8
8547,20220417,S08000017,"",3,All,d,134,169.5,-20.9
8548,20220417,S08000017,"",4,All,d,57,66.5,-14.3
8549,20220417,S08000017,"",5,All,d,27,27,0
8550,20220417,S08000019,"",1,All,d,168,200.5,-16.2
8551,20220417,S08000019,"",2,All,d,171,243.5,-29.8
8552,20220417,S08000019,"",3,All,d,175,182.5,-4.1
8553,20220417,S08000019,"",4,All,d,126,179.5,-29.8
8554,20220417,S08000019,"",5,All,d,126,128.5,-1.9
8555,20220417,S08000020,"",1,All,d,96,107,-10.3
8556,20220417,S08000020,"",2,All,d,193,256,-24.6
8557,20220417,S08000020,"",3,All,d,246,296,-16.9
8558,20220417,S08000020,"",4,All,d,346,343,0.9
8559,20220417,S08000020,"",5,All,d,255,284.5,-10.4
8560,20220417,S08000022,"",1,All,d,61,106.5,-42.7
8561,20220417,S08000022,"",2,All,d,139,164,-15.2
8562,20220417,S08000022,"",3,All,d,238,281.5,-15.5
8563,20220417,S08000022,"",4,All,d,158,212,-25.5
8564,20220417,S08000022,"",5,All,d,52,50.5,3
8565,20220417,S08000024,"",1,All,d,278,373,-25.5
8566,20220417,S08000024,"",2,All,d,436,559.5,-22.1
8567,20220417,S08000024,"",3,All,d,336,377.5,-11
8568,20220417,S08000024,"",4,All,d,338,348,-2.9
8569,20220417,S08000024,"",5,All,d,413,500.5,-17.5
8570,20220417,S08000025,"",2,All,d,11,7,57.1
8571,20220417,S08000025,"",3,All,d,5,8,-37.5
8572,20220417,S08000025,"",4,All,d,18,21,-14.3
8573,20220417,S08000026,"",2,All,d,6,7,-14.3
8574,20220417,S08000026,"",3,All,d,13,20.5,-36.6
8575,20220417,S08000026,"",4,All,d,16,21,-23.8
8576,20220417,S08000028,"",2,All,d,8,10,-20
8577,20220417,S08000028,"",3,All,d,50,51.5,-2.9
8578,20220417,S08000029,"",1,All,d,226,238.5,-5.2
8579,20220417,S08000029,"",2,All,d,201,234,-14.1
8580,20220417,S08000029,"",3,All,d,149,175,-14.9
8581,20220417,S08000029,"",4,All,d,135,146,-7.5
8582,20220417,S08000029,"",5,All,d,108,111.5,-3.1
8583,20220417,S08000030,"",1,All,d,255,262,-2.7
8584,20220417,S08000030,"",2,All,d,213,232,-8.2
8585,20220417,S08000030,"",3,All,d,259,218.5,18.5
8586,20220417,S08000030,"",4,All,d,295,256,15.2
8587,20220417,S08000030,"",5,All,d,176,176.5,-0.3
8588,20220417,S08000031,"",1,All,d,1341,1561.5,-14.1
8589,20220417,S08000031,"",2,All,d,713,796.5,-10.5
8590,20220417,S08000031,"",3,All,d,475,549,-13.5
8591,20220417,S08000031,"",4,All,d,398,481.5,-17.3
8592,20220417,S08000031,"",5,All,d,523,568.5,-8
8593,20220417,S08000032,"",1,All,d,436,549,-20.6
8594,20220417,S08000032,"",2,All,d,436,462.5,-5.7
8595,20220417,S08000032,"",3,All,d,246,273,-9.9
8596,20220417,S08000032,"",4,All,d,164,213.5,-23.2
8597,20220417,S08000032,"",5,All,d,129,140,-7.9
8598,20220417,S92000003,d,1,All,d,3229,3935.5,-18
8599,20220417,S92000003,d,2,All,d,2916,3474,-16.1
8600,20220417,S92000003,d,3,All,d,2554,2916,-12.4
8601,20220417,S92000003,d,4,All,d,2271,2528.5,-10.2
8602,20220417,S92000003,d,5,All,d,1915,2141,-10.6
8603,20220417,NA,NA,1,All,d,39,60,-35
8604,20220417,NA,NA,2,All,d,37,51,-27.5
8605,20220417,NA,NA,3,All,d,18,42,-57.1
8606,20220417,NA,NA,4,All,d,34,37.5,-9.3
8607,20220417,NA,NA,5,All,d,26,32.5,-20
8608,20220424,S08000015,"",1,All,d,308,410,-24.9
8609,20220424,S08000015,"",2,All,d,230,265.5,-13.4
8610,20220424,S08000015,"",3,All,d,153,182,-15.9
8611,20220424,S08000015,"",4,All,d,122,124,-1.6
8612,20220424,S08000015,"",5,All,d,73,116,-37.1
8613,20220424,S08000016,"",1,All,d,17,22.5,-24.4
8614,20220424,S08000016,"",2,All,d,40,49.5,-19.2
8615,20220424,S08000016,"",3,All,d,82,113.5,-27.8
8616,20220424,S08000016,"",4,All,d,52,53.5,-2.8
8617,20220424,S08000016,"",5,All,d,8,15.5,-48.4
8618,20220424,S08000017,"",1,All,d,30,48.5,-38.1
8619,20220424,S08000017,"",2,All,d,128,131,-2.3
8620,20220424,S08000017,"",3,All,d,143,173,-17.3
8621,20220424,S08000017,"",4,All,d,58,64,-9.4
8622,20220424,S08000017,"",5,All,d,31,30,3.3
8623,20220424,S08000019,"",1,All,d,165,201.5,-18.1
8624,20220424,S08000019,"",2,All,d,160,210.5,-24
8625,20220424,S08000019,"",3,All,d,160,213,-24.9
8626,20220424,S08000019,"",4,All,d,116,150,-22.7
8627,20220424,S08000019,"",5,All,d,132,128.5,2.7
8628,20220424,S08000020,"",1,All,d,104,124,-16.1
8629,20220424,S08000020,"",2,All,d,216,248.5,-13.1
8630,20220424,S08000020,"",3,All,d,269,316,-14.9
8631,20220424,S08000020,"",4,All,d,373,379,-1.6
8632,20220424,S08000020,"",5,All,d,265,307.5,-13.8
8633,20220424,S08000022,"",1,All,d,73,103.5,-29.5
8634,20220424,S08000022,"",2,All,d,116,166.5,-30.3
8635,20220424,S08000022,"",3,All,d,217,258,-15.9
8636,20220424,S08000022,"",4,All,d,163,204.5,-20.3
8637,20220424,S08000022,"",5,All,d,39,46.5,-16.1
8638,20220424,S08000024,"",1,All,d,328,359.5,-8.8
8639,20220424,S08000024,"",2,All,d,471,546.5,-13.8
8640,20220424,S08000024,"",3,All,d,343,399,-14
8641,20220424,S08000024,"",4,All,d,352,349.5,0.7
8642,20220424,S08000024,"",5,All,d,451,446.5,1
8643,20220424,S08000025,"",3,All,d,11,9,22.2
8644,20220424,S08000025,"",4,All,d,16,15.5,3.2
8645,20220424,S08000026,"",3,All,d,16,17,-5.9
8646,20220424,S08000026,"",4,All,d,18,25,-28
8647,20220424,S08000028,"",2,All,d,12,14,-14.3
8648,20220424,S08000028,"",3,All,d,47,51,-7.8
8649,20220424,S08000029,"",1,All,d,228,267,-14.6
8650,20220424,S08000029,"",2,All,d,200,238,-16
8651,20220424,S08000029,"",3,All,d,148,181.5,-18.5
8652,20220424,S08000029,"",4,All,d,143,148.5,-3.7
8653,20220424,S08000029,"",5,All,d,116,116,0
8654,20220424,S08000030,"",1,All,d,223,272.5,-18.2
8655,20220424,S08000030,"",2,All,d,234,244,-4.1
8656,20220424,S08000030,"",3,All,d,265,257.5,2.9
8657,20220424,S08000030,"",4,All,d,319,305,4.6
8658,20220424,S08000030,"",5,All,d,188,212.5,-11.5
8659,20220424,S08000031,"",1,All,d,1348,1653.5,-18.5
8660,20220424,S08000031,"",2,All,d,738,809,-8.8
8661,20220424,S08000031,"",3,All,d,539,555.5,-3
8662,20220424,S08000031,"",4,All,d,450,507,-11.2
8663,20220424,S08000031,"",5,All,d,502,554.5,-9.5
8664,20220424,S08000032,"",1,All,d,453,584,-22.4
8665,20220424,S08000032,"",2,All,d,386,458,-15.7
8666,20220424,S08000032,"",3,All,d,237,280,-15.4
8667,20220424,S08000032,"",4,All,d,207,248,-16.5
8668,20220424,S08000032,"",5,All,d,127,160.5,-20.9
8669,20220424,S92000003,d,1,All,d,3321,4093.5,-18.9
8670,20220424,S92000003,d,2,All,d,2971,3432.5,-13.4
8671,20220424,S92000003,d,3,All,d,2653,3052,-13.1
8672,20220424,S92000003,d,4,All,d,2420,2605,-7.1
8673,20220424,S92000003,d,5,All,d,1958,2169,-9.7
8674,20220424,NA,NA,1,All,d,42,46.5,-9.7
8675,20220424,NA,NA,2,All,d,35,43,-18.6
8676,20220424,NA,NA,3,All,d,23,46,-50
8677,20220424,NA,NA,4,All,d,31,31.5,-1.6
8678,20220424,NA,NA,5,All,d,24,34,-29.4
8679,20220501,S08000015,"",1,All,d,318,404,-21.3
8680,20220501,S08000015,"",2,All,d,232,263,-11.8
8681,20220501,S08000015,"",3,All,d,147,194,-24.2
8682,20220501,S08000015,"",4,All,d,141,140,0.7
8683,20220501,S08000015,"",5,All,d,105,112.5,-6.7
8684,20220501,S08000016,"",1,All,d,15,17,-11.8
8685,20220501,S08000016,"",2,All,d,39,53.5,-27.1
8686,20220501,S08000016,"",3,All,d,59,112.5,-47.6
8687,20220501,S08000016,"",4,All,d,40,68,-41.2
8688,20220501,S08000016,"",5,All,d,11,21,-47.6
8689,20220501,S08000017,"",1,All,d,38,49.5,-23.2
8690,20220501,S08000017,"",2,All,d,104,113,-8
8691,20220501,S08000017,"",3,All,d,139,157.5,-11.7
8692,20220501,S08000017,"",4,All,d,60,67,-10.4
8693,20220501,S08000017,"",5,All,d,23,31,-25.8
8694,20220501,S08000019,"",1,All,d,166,247.5,-32.9
8695,20220501,S08000019,"",2,All,d,182,250.5,-27.3
8696,20220501,S08000019,"",3,All,d,171,224.5,-23.8
8697,20220501,S08000019,"",4,All,d,129,162.5,-20.6
8698,20220501,S08000019,"",5,All,d,103,149.5,-31.1
8699,20220501,S08000020,"",1,All,d,92,108,-14.8
8700,20220501,S08000020,"",2,All,d,219,267.5,-18.1
8701,20220501,S08000020,"",3,All,d,280,324.5,-13.7
8702,20220501,S08000020,"",4,All,d,384,354.5,8.3
8703,20220501,S08000020,"",5,All,d,265,294.5,-10
8704,20220501,S08000022,"",1,All,d,84,92.5,-9.2
8705,20220501,S08000022,"",2,All,d,126,141,-10.6
8706,20220501,S08000022,"",3,All,d,242,262,-7.6
8707,20220501,S08000022,"",4,All,d,190,202,-5.9
8708,20220501,S08000022,"",5,All,d,35,50.5,-30.7
8709,20220501,S08000024,"",1,All,d,334,355,-5.9
8710,20220501,S08000024,"",2,All,d,492,559,-12
8711,20220501,S08000024,"",3,All,d,359,355,1.1
8712,20220501,S08000024,"",4,All,d,338,363,-6.9
8713,20220501,S08000024,"",5,All,d,450,507.5,-11.3
8714,20220501,S08000025,"",3,All,d,10,11.5,-13
8715,20220501,S08000025,"",4,All,d,23,19.5,17.9
8716,20220501,S08000026,"",2,All,d,5,2,150
8717,20220501,S08000026,"",3,All,d,19,17.5,8.6
8718,20220501,S08000026,"",4,All,d,23,23.5,-2.1
8719,20220501,S08000028,"",2,All,d,12,13,-7.7
8720,20220501,S08000028,"",3,All,d,60,51.5,16.5
8721,20220501,S08000029,"",1,All,d,239,264,-9.5
8722,20220501,S08000029,"",2,All,d,199,255,-22
8723,20220501,S08000029,"",3,All,d,154,172,-10.5
8724,20220501,S08000029,"",4,All,d,157,137.5,14.2
8725,20220501,S08000029,"",5,All,d,119,120,-0.8
8726,20220501,S08000030,"",1,All,d,218,255.5,-14.7
8727,20220501,S08000030,"",2,All,d,246,239.5,2.7
8728,20220501,S08000030,"",3,All,d,253,245,3.3
8729,20220501,S08000030,"",4,All,d,328,313.5,4.6
8730,20220501,S08000030,"",5,All,d,177,200.5,-11.7
8731,20220501,S08000031,"",1,All,d,1432,1558.5,-8.1
8732,20220501,S08000031,"",2,All,d,725,775.5,-6.5
8733,20220501,S08000031,"",3,All,d,537,575.5,-6.7
8734,20220501,S08000031,"",4,All,d,515,521.5,-1.2
8735,20220501,S08000031,"",5,All,d,510,519.5,-1.8
8736,20220501,S08000032,"",1,All,d,493,592.5,-16.8
8737,20220501,S08000032,"",2,All,d,441,499.5,-11.7
8738,20220501,S08000032,"",3,All,d,252,278.5,-9.5
8739,20220501,S08000032,"",4,All,d,232,231.5,0.2
8740,20220501,S08000032,"",5,All,d,134,130.5,2.7
8741,20220501,S92000003,d,1,All,d,3479,4003.5,-13.1
8742,20220501,S92000003,d,2,All,d,3069,3488,-12
8743,20220501,S92000003,d,3,All,d,2720,3028.5,-10.2
8744,20220501,S92000003,d,4,All,d,2596,2645,-1.9
8745,20220501,S92000003,d,5,All,d,1959,2177.5,-10
8746,20220501,NA,NA,1,All,d,49,59,-16.9
8747,20220501,NA,NA,2,All,d,44,51,-13.7
8748,20220501,NA,NA,3,All,d,38,47,-19.1
8749,20220501,NA,NA,4,All,d,35,40.5,-13.6
8750,20220501,NA,NA,5,All,d,26,39.5,-34.2
8751,20220508,S08000015,"",1,All,d,293,413.5,-29.1
8752,20220508,S08000015,"",2,All,d,234,271.5,-13.8
8753,20220508,S08000015,"",3,All,d,147,179,-17.9
8754,20220508,S08000015,"",4,All,d,115,124.5,-7.6
8755,20220508,S08000015,"",5,All,d,95,107,-11.2
8756,20220508,S08000016,"",1,All,d,14,13,7.7
8757,20220508,S08000016,"",2,All,d,31,49,-36.7
8758,20220508,S08000016,"",3,All,d,77,100,-23
8759,20220508,S08000016,"",4,All,d,44,62,-29
8760,20220508,S08000016,"",5,All,d,13,19.5,-33.3
8761,20220508,S08000017,"",1,All,d,42,49.5,-15.2
8762,20220508,S08000017,"",2,All,d,100,108.5,-7.8
